Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1969-70,23.0,PHI,NBA,F,47,,7.6,1.7,3.7,0.477,0.6,0.8,0.692,1.8,0.7,1.3,4.1,Bud Ogden,6-6
1970-71,24.0,PHI,NBA,F,27,,4.9,0.9,2.4,0.364,0.7,1.0,0.692,0.7,0.6,0.8,2.4,Bud Ogden,6-6
