Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,23.0,CHI,NBA,F,3.0,,8.7,1.7,3.0,0.556,,,,1.7,3.0,0.556,0.556,0.3,1.3,0.25,,,3.3,0.7,,1.3,3.7,Ken Wilburn,6-6
1968-69,24.0,TOT,TOT,F,51.0,,9.4,1.5,4.0,0.383,0.0,0.0,,1.5,4.0,0.383,0.383,0.8,1.5,0.52,1.7,,4.0,0.5,0.9,1.4,3.9,Ken Wilburn,6-6
