Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1948-49,27.0,PRO,BAA,F-C,59.0,,,3.4,9.4,0.363,1.5,2.6,0.561,,1.2,1.7,8.3,Brady Walker,6-6
1949-50,28.0,BOS,NBA,F-C,68.0,,,3.2,8.6,0.374,1.1,1.7,0.632,,1.6,1.5,7.5,Brady Walker,6-6
1950-51,29.0,TOT,NBA,F-C,66.0,,,2.5,6.3,0.394,1.1,1.6,0.699,5.4,1.7,1.2,6.1,Brady Walker,6-6
1951-52,30.0,BLB,NBA,F-C,35.0,,20.0,2.5,6.2,0.41,0.7,1.0,0.765,5.6,1.1,1.1,5.8,Brady Walker,6-6
