Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1957-58,24.0,STL,NBA,G-F,71.0,,19.2,2.8,7.6,0.361,2.3,3.4,0.685,4.1,2.3,2.8,7.8,Win Wilfong,6-2
1958-59,25.0,STL,NBA,G-F,63.0,,11.8,1.6,4.5,0.347,1.0,1.3,0.756,1.9,0.8,1.6,4.1,Win Wilfong,6-2
1959-60,26.0,CIN,NBA,G-F,72.0,,27.7,3.9,10.6,0.37,2.2,2.9,0.778,4.9,3.7,3.2,10.1,Win Wilfong,6-2
1960-61,27.0,CIN,NBA,G-F,62.0,,11.6,1.7,4.9,0.348,1.2,1.4,0.809,2.4,1.4,1.9,4.6,Win Wilfong,6-2
