Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1968-69,24.0,SFW,NBA,G,75.0,,19.6,3.2,7.6,0.42,1.5,1.9,0.768,,,2.4,3.3,,,2.3,7.8,Ron Williams,6-3
1969-70,25.0,SFW,NBA,G,80.0,,30.4,5.7,13.1,0.432,3.5,4.2,0.822,,,2.4,5.3,,,3.6,14.8,Ron Williams,6-3
1970-71,26.0,SFW,NBA,G,82.0,,34.3,5.2,11.9,0.436,4.0,4.8,0.844,,,3.0,5.9,,,3.7,14.4,Ron Williams,6-3
1971-72,27.0,GSW,NBA,G,80.0,,24.2,3.6,7.7,0.474,2.4,2.9,0.833,,,1.8,3.9,,,2.9,9.7,Ron Williams,6-3
1972-73,28.0,GSW,NBA,G,73.0,,13.9,2.5,5.6,0.44,1.0,1.1,0.904,,,1.1,1.6,,,1.5,6.0,Ron Williams,6-3
1973-74,29.0,MIL,NBA,G,71.0,,15.9,2.7,5.5,0.489,0.8,1.0,0.882,0.3,0.7,1.0,2.2,0.7,0.0,1.6,6.3,Ron Williams,6-3
1974-75,30.0,MIL,NBA,G,46.0,,11.4,1.3,3.6,0.376,0.5,0.6,0.828,0.2,0.7,0.9,1.5,0.5,0.0,1.5,3.2,Ron Williams,6-3
1975-76,31.0,LAL,NBA,G,9.0,,17.6,1.9,4.8,0.395,1.1,1.4,0.769,0.2,1.9,2.1,2.3,0.3,0.0,1.7,4.9,Ron Williams,6-3
