Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1971-72,21.0,CIN,NBA,F-G,81.0,,26.8,5.2,12.0,0.432,1.6,2.1,0.738,,,4.6,2.1,,,,3.7,11.9,Nate Williams,6-5
1972-73,22.0,KCO,NBA,F-G,80.0,,24.7,5.2,10.9,0.477,1.3,1.7,0.797,,,4.2,1.6,,,,3.4,11.8,Nate Williams,6-5
1973-74,23.0,KCO,NBA,F-G,82.0,,30.6,6.6,14.2,0.462,2.4,2.9,0.818,1.4,2.8,4.2,2.2,1.8,0.4,,3.5,15.5,Nate Williams,6-5
1974-75,24.0,TOT,NBA,F-G,85.0,,22.9,5.6,11.6,0.48,2.1,2.6,0.823,1.2,2.8,4.0,1.7,1.1,0.4,,3.0,13.3,Nate Williams,6-5
1975-76,25.0,NOJ,NBA,F-G,81.0,,23.9,5.2,11.7,0.444,2.4,3.0,0.824,1.7,2.8,4.4,1.3,1.3,0.2,,3.1,12.8,Nate Williams,6-5
1976-77,26.0,NOJ,NBA,F-G,79.0,,22.5,5.2,11.6,0.451,1.8,2.5,0.753,1.4,2.5,3.9,1.2,1.0,0.2,,2.5,12.3,Nate Williams,6-5
1977-78,27.0,TOT,NBA,F-G,73.0,,17.1,4.3,9.9,0.431,1.4,1.7,0.835,0.9,1.9,2.8,1.0,0.8,0.5,1.1,2.5,9.9,Nate Williams,6-5
1978-79,28.0,GSW,NBA,F-G,81.0,,16.0,3.5,7.0,0.501,1.3,1.4,0.872,0.8,1.7,2.6,0.8,0.7,0.1,1.1,2.1,8.3,Nate Williams,6-5
