Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1967-68,23.0,DNR,ABA,G,38.0,,23.6,3.8,9.1,0.422,0.1,0.2,0.222,3.8,8.9,0.427,0.425,2.1,3.2,0.653,,,2.5,1.8,,1.1,2.5,9.8,Lonnie Wright,6-2
1968-69,24.0,DNR,ABA,G,69.0,,36.8,6.6,15.8,0.416,0.3,1.2,0.221,6.3,14.5,0.433,0.425,3.0,4.0,0.743,0.7,3.5,4.2,2.5,,2.3,3.6,16.4,Lonnie Wright,6-2
1969-70,25.0,DNR,ABA,G,79.0,,28.3,5.0,12.1,0.413,0.7,2.4,0.28,4.3,9.6,0.447,0.441,1.5,2.2,0.691,0.6,2.1,2.7,1.9,,1.2,3.5,12.2,Lonnie Wright,6-2
1970-71,26.0,TOT,ABA,G,72.0,,19.4,2.8,7.8,0.357,0.2,1.0,0.23,2.5,6.7,0.376,0.372,1.3,1.8,0.699,0.8,1.4,2.1,1.6,,1.0,2.3,7.1,Lonnie Wright,6-2
1971-72,27.0,FLO,ABA,G,77.0,,21.3,3.3,7.8,0.421,0.2,0.9,0.26,3.0,6.8,0.443,0.437,1.2,1.5,0.812,0.6,1.5,2.1,1.7,,1.2,2.6,8.0,Lonnie Wright,6-2
