Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1969-70,22.0,KEN,ABA,G,2.0,,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,Bobby Washington,5-11
1970-71,23.0,CLE,NBA,G,47.0,,17.5,2.6,6.6,0.397,,,,2.6,6.6,0.397,0.397,2.2,3.0,0.743,,,2.2,4.0,,2.2,7.4,Bobby Washington,5-11
1971-72,24.0,CLE,NBA,G,69.0,,14.0,1.8,4.5,0.398,,,,1.8,4.5,0.398,0.398,1.5,1.9,0.813,,,1.9,3.2,,2.0,5.1,Bobby Washington,5-11
