Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1969-70,22.0,NYK,NBA,G-F,44.0,,6.2,1.0,2.5,0.407,0.5,0.8,0.686,,,0.9,0.7,,,1.2,2.5,John Warren,6-3
1970-71,23.0,CLE,NBA,G-F,82.0,,31.8,4.6,11.0,0.423,2.2,2.6,0.829,,,4.2,4.2,,,3.6,11.5,John Warren,6-3
1971-72,24.0,CLE,NBA,G-F,68.0,,14.3,2.1,5.1,0.417,0.7,0.9,0.845,,,2.0,1.3,,,1.4,5.0,John Warren,6-3
1972-73,25.0,CLE,NBA,G-F,40.0,,7.3,1.4,2.8,0.486,0.5,0.5,0.947,,,1.1,0.9,,,1.1,3.2,John Warren,6-3
1973-74,26.0,CLE,NBA,G-F,69.0,,11.4,1.9,4.2,0.454,0.5,0.6,0.854,0.6,1.2,1.9,0.9,0.4,0.1,1.7,4.3,John Warren,6-3
