Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1977-78,22.0,TOT,NBA,F-C,38.0,,14.8,2.6,5.4,0.485,0.8,1.4,0.547,1.3,2.8,4.1,0.3,0.5,1.0,1.7,2.0,6.0,Wilson Washington,6-9
1978-79,23.0,NJN,NBA,F-C,62.0,,18.4,3.5,7.0,0.502,1.1,1.7,0.635,1.4,3.3,4.7,0.8,0.5,1.1,1.6,3.0,8.1,Wilson Washington,6-9
