Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1970-71,23.0,KEN,ABA,G,52,,11.8,1.8,4.7,0.384,0.2,0.8,0.214,1.6,3.9,0.419,0.402,0.8,0.9,0.816,0.4,1.1,1.5,1.2,,1.1,1.7,4.6,Howie Wright,6-3
1971-72,24.0,KEN,ABA,G,1,,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,Howie Wright,6-3
