Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1959-60,23.0,DET,NBA,C,58.0,,11.6,1.6,5.4,0.292,0.8,1.4,0.571,4.8,0.4,2.1,4.0,Gary Alcorn,6-9
1960-61,24.0,LAL,NBA,C,20.0,,8.7,0.6,2.0,0.3,0.4,0.4,0.875,2.5,0.1,2.4,1.6,Gary Alcorn,6-9
