Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
2008-09,22.0,MIL,NBA,F,59.0,0.0,12.1,1.7,4.2,0.416,0.3,0.8,0.348,1.5,3.4,0.432,0.449,1.0,1.4,0.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,Joe Alexander,6-8
2009-10,23.0,CHI,NBA,F,8.0,0.0,3.6,0.1,0.8,0.167,0.0,0.1,0.0,0.1,0.6,0.2,0.167,0.3,0.4,0.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,Joe Alexander,6-8
