Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,24.0,NJA,ABA,C,78.0,,33.7,5.9,12.0,0.494,0.0,0.0,,5.9,12.0,0.494,0.494,2.9,4.1,0.697,3.9,7.1,11.0,1.2,1.7,4.2,14.7,Dan Anderson,6-10
1968-69,25.0,TOT,ABA,C,62.0,,22.6,3.5,7.8,0.455,0.0,0.0,,3.5,7.8,0.455,0.455,1.9,2.4,0.792,3.0,4.4,7.4,1.1,1.3,2.8,9.0,Dan Anderson,6-10
