Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1968-69,22.0,SDR,NBA,G,77.0,,18.8,2.3,5.8,0.394,1.7,2.6,0.642,,,2.8,3.1,,,2.1,6.3,Rick Adelman,6-1
1969-70,23.0,SDR,NBA,G,35.0,,20.5,2.7,7.1,0.389,1.9,2.6,0.747,,,2.3,3.2,,,2.6,7.4,Rick Adelman,6-1
1970-71,24.0,POR,NBA,G,81.0,,28.4,4.7,11.0,0.422,3.3,4.6,0.724,,,3.5,4.7,,,2.6,12.6,Rick Adelman,6-1
1971-72,25.0,POR,NBA,G,80.0,,30.6,4.1,9.4,0.437,1.9,2.5,0.751,,,2.9,5.2,,,2.6,10.1,Rick Adelman,6-1
1972-73,26.0,POR,NBA,G,76.0,,24.0,2.8,6.9,0.408,1.0,1.3,0.716,,,2.1,3.9,,,2.0,6.6,Rick Adelman,6-1
1973-74,27.0,CHI,NBA,G,55.0,,11.2,1.2,3.1,0.376,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.7,0.0,1.1,3.3,Rick Adelman,6-1
1974-75,28.0,TOT,NBA,G,58.0,,18.5,2.1,5.0,0.423,1.3,1.8,0.709,0.4,1.2,1.6,1.9,1.2,0.1,1.7,5.5,Rick Adelman,6-1
