Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1989-90,22.0,ORL,NBA,F,72.0,5.0,17.0,3.2,6.5,0.497,0.0,0.0,,3.2,6.5,0.497,0.497,2.3,3.2,0.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,Michael Ansley,6-7
1990-91,23.0,ORL,NBA,F,67.0,1.0,13.1,2.1,3.9,0.548,0.0,0.0,,2.1,3.9,0.548,0.548,1.4,1.9,0.717,1.8,2.0,3.8,0.4,0.4,0.1,0.5,1.9,5.7,Michael Ansley,6-7
1991-92,24.0,TOT,NBA,F,10.0,0.0,4.5,0.8,1.8,0.444,0.0,0.0,,0.8,1.8,0.444,0.444,0.5,0.6,0.833,0.2,0.4,0.6,0.2,0.0,0.0,0.3,0.7,2.1,Michael Ansley,6-7
