Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1966-67,22.0,NYK,NBA,C-F,50.0,,9.1,1.7,4.6,0.361,,,,1.7,4.6,0.361,0.361,0.5,0.7,0.703,,,2.4,0.5,,1.6,3.8,Henry Akin,6-10
1967-68,23.0,SEA,NBA,C-F,36.0,,7.2,1.3,3.8,0.336,,,,1.3,3.8,0.336,0.336,0.6,0.9,0.645,,,1.6,0.4,,1.3,3.1,Henry Akin,6-10
1968-69,24.0,KEN,ABA,C-F,2.0,,12.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,1.0,1.5,0.667,0.0,2.0,2.0,0.5,2.0,0.0,2.0,Henry Akin,6-10
