Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,23.0,LAL,NBA,G-F,18.0,,5.2,0.4,1.6,0.241,,,,0.4,1.6,0.241,0.241,0.7,1.6,0.429,,,0.6,0.9,,1.0,1.4,Cliff Anderson,6-2
1968-69,24.0,LAL,NBA,G-F,35.0,,8.3,1.3,3.1,0.407,,,,1.3,3.1,0.407,0.407,1.3,2.3,0.573,,,1.3,0.9,,1.7,3.9,Cliff Anderson,6-2
1969-70,25.0,DNR,ABA,G-F,3.0,,7.3,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.7,2.0,0.333,0.3,1.0,1.3,1.3,1.0,1.0,2.0,Cliff Anderson,6-2
1970-71,26.0,TOT,NBA,G-F,28.0,,7.1,0.7,2.3,0.308,,,,0.7,2.3,0.308,0.308,1.6,2.4,0.687,,,1.7,0.7,,1.0,3.1,Cliff Anderson,6-2
