Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24.0,FTW,BAA,,32.0,,,3.0,9.4,0.32,3.9,6.3,0.616,,1.7,3.4,9.9
1949-50,25.0,TOT,NBA,,63.0,,,1.4,4.4,0.32,1.9,2.8,0.67,,0.8,1.9,4.7
1949-50,25.0,FTW,NBA,,44.0,,,1.5,4.8,0.311,1.9,2.8,0.672,,0.9,2.3,4.9
1949-50,25.0,TRI,NBA,,19.0,,,1.3,3.6,0.348,1.8,2.7,0.667,,0.5,1.2,4.3
Career,,,TOT,,95.0,,,1.9,6.1,0.32,2.6,4.0,0.641,,1.1,2.4,6.5
,,,NBA,,63.0,,,1.4,4.4,0.32,1.9,2.8,0.67,,0.8,1.9,4.7
,,,BAA,,32.0,,,3.0,9.4,0.32,3.9,6.3,0.616,,1.7,3.4,9.9
,,,,,,,,,,,,,,,,,
2 seasons,,FTW,BAA,,76.0,,,2.1,6.7,0.316,2.8,4.3,0.637,,1.2,2.8,7.0
1 season,,TRI,NBA,,19.0,,,1.3,3.6,0.348,1.8,2.7,0.667,,0.5,1.2,4.3
