Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,27.0,TOT,BAA,,48.0,,,2.4,9.3,0.255,1.3,1.9,0.67,,1.7,1.4,6.0
1948-49,27.0,FTW,BAA,,10.0,,,1.6,6.6,0.242,1.0,1.3,0.769,,0.3,1.0,4.2
1948-49,27.0,INJ,BAA,,38.0,,,2.6,10.0,0.257,1.3,2.1,0.654,,2.1,1.5,6.5
Career,,,BAA,,48.0,,,2.4,9.3,0.255,1.3,1.9,0.67,,1.7,1.4,6.0
,,,,,,,,,,,,,,,,,
1 season,,INJ,BAA,,38.0,,,2.6,10.0,0.257,1.3,2.1,0.654,,2.1,1.5,6.5
1 season,,FTW,BAA,,10.0,,,1.6,6.6,0.242,1.0,1.3,0.769,,0.3,1.0,4.2
