Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,22.0,TOT,NBA,PF,14.0,,8.1,1.7,4.0,0.429,0.8,1.6,0.478,1.3,1.6,2.9,0.4,0.1,0.1,0.5,1.7,4.2
1978-79,22.0,MIL,NBA,PF,3.0,,7.3,1.7,3.7,0.455,0.0,0.0,,1.7,0.7,2.3,0.3,0.0,0.0,0.7,2.7,3.3
1978-79,22.0,DET,NBA,PF,11.0,,8.3,1.7,4.1,0.422,1.0,2.1,0.478,1.2,1.9,3.1,0.4,0.2,0.2,0.5,1.5,4.5
Career,,,NBA,,14.0,,8.1,1.7,4.0,0.429,0.8,1.6,0.478,1.3,1.6,2.9,0.4,0.1,0.1,0.5,1.7,4.2
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,11.0,,8.3,1.7,4.1,0.422,1.0,2.1,0.478,1.2,1.9,3.1,0.4,0.2,0.2,0.5,1.5,4.5
1 season,,MIL,NBA,,3.0,,7.3,1.7,3.7,0.455,0.0,0.0,,1.7,0.7,2.3,0.3,0.0,0.0,0.7,2.7,3.3
