Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,22.0,MNL,NBA,SF,66.0,,15.0,1.5,4.2,0.358,1.1,1.6,0.667,2.6,1.1,1.9,4.0
1953-54,23.0,MNL,NBA,SF,70.0,,16.5,1.3,4.1,0.306,0.9,1.6,0.571,2.9,1.1,2.0,3.4
1954-55,24.0,MNL,NBA,SF,62.0,,15.8,1.7,5.3,0.324,1.1,1.5,0.713,3.3,0.9,1.7,4.5
1955-56,25.0,FTW,NBA,SF,27.0,,13.0,0.9,3.3,0.27,0.9,1.4,0.649,2.8,1.4,1.9,2.7
Career,,,NBA,,225.0,,15.4,1.4,4.4,0.323,1.0,1.5,0.647,2.9,1.1,1.9,3.8
,,,,,,,,,,,,,,,,,
3 seasons,,MNL,NBA,,198.0,,15.8,1.5,4.5,0.328,1.0,1.6,0.646,2.9,1.1,1.9,4.0
1 season,,FTW,NBA,,27.0,,13.0,0.9,3.3,0.27,0.9,1.4,0.649,2.8,1.4,1.9,2.7
