Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,22.0,FTW,NBA,,62.0,,,2.7,7.5,0.361,2.3,3.6,0.628,,2.1,3.1,7.7
1950-51,23.0,TOT,NBA,,56.0,,,1.8,5.3,0.332,1.5,2.3,0.677,5.2,1.1,2.8,5.0
1950-51,23.0,FTW,NBA,,12.0,,,1.1,4.8,0.228,1.3,1.7,0.75,3.7,0.7,1.6,3.4
1950-51,23.0,BOS,NBA,,44.0,,,1.9,5.4,0.357,1.6,2.4,0.664,5.6,1.3,3.1,5.5
1951-52,24.0,BOS,NBA,PF,66.0,,28.8,2.9,7.0,0.41,2.0,3.2,0.641,8.0,1.8,2.9,7.8
1952-53,25.0,BOS,NBA,SF,70.0,,28.2,2.7,6.6,0.418,1.9,3.2,0.588,6.9,1.4,3.4,7.4
1953-54,26.0,BOS,NBA,SF,71.0,,26.7,2.2,5.8,0.381,1.5,2.4,0.628,7.3,1.3,3.2,5.9
Career,,,NBA,,325.0,,27.9,2.5,6.4,0.385,1.8,2.9,0.628,6.9,1.5,3.1,6.8
,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,251.0,,27.9,2.5,6.3,0.397,1.8,2.8,0.625,7.1,1.5,3.2,6.7
2 seasons,,FTW,NBA,,74.0,,,2.4,7.1,0.347,2.1,3.3,0.638,3.7,1.9,2.8,7.0
