Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,22.0,MNL,NBA,PF,61.0,,13.9,1.3,3.5,0.358,1.0,1.5,0.67,4.0,0.8,1.5,3.6
1952-53,23.0,MNL,NBA,PF,70.0,,14.7,1.3,3.6,0.349,1.2,1.9,0.61,3.9,0.9,1.7,3.7
1953-54,24.0,MLH,NBA,PF,72.0,,34.1,3.1,8.4,0.367,1.8,2.9,0.639,9.6,2.0,2.4,8.0
1954-55,25.0,TOT,NBA,PF,74.0,,24.0,2.3,5.6,0.4,1.6,2.3,0.68,5.9,1.7,1.5,6.1
1954-55,25.0,MLH,NBA,PF,57.0,,25.5,2.4,6.1,0.387,1.4,2.1,0.675,6.1,1.8,1.4,6.2
1954-55,25.0,MNL,NBA,PF,17.0,,19.0,1.9,4.0,0.471,2.0,2.9,0.694,5.5,1.4,1.7,5.8
1955-56,26.0,MNL,NBA,PF,69.0,,16.4,1.4,3.4,0.4,1.4,1.9,0.758,4.1,1.1,1.2,4.2
1956-57,27.0,TOT,NBA,PF,68.0,,16.7,1.6,4.4,0.375,0.9,1.3,0.716,3.7,0.6,1.5,4.2
1956-57,27.0,ROC,NBA,PF,30.0,,18.5,1.8,4.8,0.372,1.2,1.7,0.725,4.0,0.5,1.8,4.8
1956-57,27.0,PHW,NBA,PF,38.0,,15.2,1.5,4.0,0.377,0.7,1.0,0.703,3.5,0.7,1.3,3.7
Career,,,NBA,,414.0,,20.2,1.8,4.9,0.376,1.3,2.0,0.674,5.3,1.2,1.7,5.0
,,,,,,,,,,,,,,,,,
4 seasons,,MNL,NBA,,217.0,,15.3,1.3,3.6,0.378,1.3,1.9,0.681,4.1,1.0,1.5,4.0
2 seasons,,MLH,NBA,,129.0,,30.3,2.8,7.4,0.374,1.7,2.5,0.652,8.0,1.9,2.0,7.2
1 season,,PHW,NBA,,38.0,,15.2,1.5,4.0,0.377,0.7,1.0,0.703,3.5,0.7,1.3,3.7
1 season,,ROC,NBA,,30.0,,18.5,1.8,4.8,0.372,1.2,1.7,0.725,4.0,0.5,1.8,4.8
