Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26.0,SYR,NBA,PF,64.0,,,2.8,7.6,0.363,2.0,2.9,0.688,,2.0,4.1,7.5
1950-51,27.0,SYR,NBA,PF,63.0,,,2.9,7.8,0.368,1.7,3.1,0.543,4.8,1.9,4.3,7.5
1951-52,28.0,TOT,NBA,PF,66.0,,22.8,2.6,7.0,0.368,1.5,2.1,0.71,5.1,2.0,4.1,6.6
1951-52,28.0,BLB,NBA,PF,35.0,,27.4,3.0,8.6,0.353,1.6,2.3,0.683,5.5,2.1,4.3,7.7
1951-52,28.0,ROC,NBA,PF,31.0,,17.7,2.1,5.2,0.395,1.4,1.8,0.75,4.6,1.9,3.9,5.5
1952-53,29.0,ROC,NBA,PF,68.0,,18.9,1.9,5.3,0.358,1.3,2.0,0.662,4.1,1.2,3.8,5.1
1953-54,30.0,ROC,NBA,PF,72.0,,23.7,2.4,7.0,0.348,1.4,2.3,0.622,4.9,1.5,3.9,6.3
1954-55,31.0,MLH,NBA,PF,53.0,,20.5,2.4,6.8,0.352,1.2,2.0,0.57,4.6,2.0,3.9,5.9
1955-56,32.0,STL,NBA,PF,71.0,,20.8,2.1,6.4,0.322,1.3,2.2,0.604,4.8,2.2,3.8,5.4
1956-57,33.0,TOT,NBA,PF,59.0,,10.9,1.3,3.8,0.345,0.6,0.9,0.661,2.7,0.5,2.3,3.2
1956-57,33.0,FTW,NBA,PF,22.0,,10.0,1.3,3.5,0.382,0.5,0.9,0.6,2.5,0.5,2.1,3.2
1956-57,33.0,STL,NBA,PF,37.0,,11.4,1.3,4.0,0.327,0.7,1.0,0.694,2.8,0.5,2.4,3.3
Career,,,NBA,,516.0,,19.8,2.3,6.5,0.354,1.4,2.2,0.629,4.5,1.7,3.8,6.0
,,,,,,,,,,,,,,,,,
3 seasons,,ROC,NBA,,171.0,,20.7,2.2,6.0,0.359,1.4,2.1,0.657,4.5,1.4,3.8,5.7
3 seasons,,"MLH,STL",NBA,,161.0,,18.6,2.0,6.0,0.334,1.1,1.8,0.603,4.3,1.7,3.5,5.1
2 seasons,,SYR,NBA,,127.0,,,2.8,7.7,0.366,1.9,3.0,0.614,4.8,2.0,4.2,7.5
1 season,,BLB,NBA,,35.0,,27.4,3.0,8.6,0.353,1.6,2.3,0.683,5.5,2.1,4.3,7.7
1 season,,FTW,NBA,,22.0,,10.0,1.3,3.5,0.382,0.5,0.9,0.6,2.5,0.5,2.1,3.2
