Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1971-72,24.0,BUF,NBA,SG,61,,22.1,5.1,13.0,0.389,1.5,2.0,0.738,2.6,1.9,2.4,11.6
1972-73,25.0,BUF,NBA,SG,59,,12.4,3.2,8.4,0.387,0.7,0.9,0.774,1.7,1.3,1.7,7.2
Career,,,NBA,,120,,17.3,4.2,10.7,0.388,1.1,1.5,0.749,2.1,1.6,2.0,9.4
