Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,19.0,LAL,NBA,SG,6.0,1.0,13.5,2.3,5.0,0.467,0.7,2.2,0.308,1.7,2.8,0.588,0.533,0.3,0.7,0.5,0.3,0.8,1.2,1.0,1.3,0.2,1.0,1.7,5.7
2020-21,20.0,LAL,NBA,SG,65.0,4.0,20.1,3.4,7.5,0.458,0.6,2.0,0.282,2.9,5.5,0.522,0.496,1.5,2.0,0.775,0.4,2.2,2.6,2.8,1.0,0.3,1.6,2.0,9.0
2021-22,21.0,LAL,NBA,SG,60.0,19.0,25.2,3.7,9.0,0.416,0.8,3.0,0.269,2.9,5.9,0.492,0.462,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5,10.0
2022-23,22.0,UTA,NBA,SG,60.0,15.0,19.1,3.5,8.4,0.412,0.8,2.9,0.275,2.7,5.5,0.482,0.458,1.6,2.2,0.752,0.6,2.5,3.0,3.5,0.6,0.5,1.9,1.7,9.3
Career,,,NBA,,191.0,39.0,21.2,3.5,8.2,0.429,0.7,2.6,0.276,2.8,5.6,0.5,0.473,1.6,2.0,0.773,0.5,2.4,2.9,2.9,0.9,0.4,1.6,2.0,9.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,131.0,24.0,22.1,3.5,8.1,0.437,0.7,2.5,0.276,2.8,5.6,0.509,0.48,1.5,2.0,0.783,0.5,2.3,2.8,2.6,1.0,0.4,1.5,2.2,9.3
1 season,,UTA,NBA,,60.0,15.0,19.1,3.5,8.4,0.412,0.8,2.9,0.275,2.7,5.5,0.482,0.458,1.6,2.2,0.752,0.6,2.5,3.0,3.5,0.6,0.5,1.9,1.7,9.3
