Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,21.0,TOT,NBA,PF,70.0,,28.1,3.0,8.0,0.372,2.7,3.8,0.714,5.4,1.8,3.0,8.7
1953-54,21.0,MLH,NBA,,11.0,,15.1,1.7,5.6,0.306,2.4,3.1,0.765,4.2,0.8,1.9,5.8
1953-54,21.0,BLB,NBA,PF,59.0,,30.6,3.2,8.5,0.38,2.8,3.9,0.707,5.6,1.9,3.2,9.2
1954-55,22.0,TOT,NBA,C,64.0,,20.7,2.3,6.0,0.383,2.0,2.8,0.709,4.6,1.3,2.8,6.6
1954-55,22.0,BLB,NBA,,10.0,,30.0,3.3,9.2,0.359,2.4,3.4,0.706,5.5,2.8,3.4,9.0
1954-55,22.0,BOS,NBA,C,2.0,,7.5,0.0,0.0,,0.5,0.5,1.0,0.5,1.0,2.0,0.5
1954-55,22.0,FTW,NBA,C,52.0,,19.4,2.2,5.7,0.391,2.0,2.8,0.707,4.6,1.1,2.7,6.4
1955-56,23.0,FTW,NBA,C,70.0,,21.9,3.5,8.2,0.43,4.0,5.5,0.739,5.9,2.3,2.1,11.1
1956-57,24.0,FTW,NBA,C,60.0,,26.5,4.2,9.8,0.432,2.8,3.9,0.714,6.7,1.9,2.0,11.2
1957-58,25.0,DET,NBA,PF,17.0,,17.8,2.9,8.1,0.358,1.8,2.5,0.698,3.8,1.1,2.1,7.5
Career,,,NBA,,281.0,,23.9,3.2,8.0,0.404,2.8,3.9,0.721,5.5,1.8,2.5,9.3
,,,,,,,,,,,,,,,,,
4 seasons,,"FTW,DET",NBA,,199.0,,22.3,3.3,8.0,0.417,2.9,4.1,0.724,5.6,1.7,2.2,9.6
2 seasons,,BLB,NBA,,69.0,,30.5,3.2,8.6,0.377,2.7,3.9,0.707,5.6,2.1,3.2,9.2
1 season,,MLH,NBA,,11.0,,15.1,1.7,5.6,0.306,2.4,3.1,0.765,4.2,0.8,1.9,5.8
1 season,,BOS,NBA,,2.0,,7.5,0.0,0.0,,0.5,0.5,1.0,0.5,1.0,2.0,0.5
