Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22.0,CIN,NBA,PF,61.0,,12.1,2.1,5.8,0.373,1.8,2.7,0.667,,,4.8,0.4,,,1.6,6.1
1965-66,23.0,CIN,NBA,PF,72.0,,24.9,5.5,11.3,0.489,3.1,4.5,0.685,,,7.6,0.6,,,3.0,14.1
1966-67,24.0,CIN,NBA,SF,79.0,,30.9,5.8,12.2,0.479,3.2,4.8,0.66,,,8.0,0.8,,,3.5,14.9
1967-68,25.0,TOT,NBA,PF,74.0,,34.0,6.5,13.3,0.487,4.9,7.1,0.699,,,8.3,1.3,,,2.7,17.9
1967-68,25.0,CIN,NBA,PF,48.0,,33.9,6.6,13.1,0.503,4.2,6.2,0.686,,,7.4,1.2,,,2.6,17.4
1967-68,25.0,DET,NBA,PF,26.0,,34.3,6.3,13.7,0.459,6.2,8.7,0.717,,,10.1,1.4,,,2.8,18.8
1968-69,26.0,DET,NBA,PF,81.0,,35.7,6.5,14.0,0.469,5.0,6.8,0.731,,,11.8,1.3,,,3.1,18.1
1969-70,27.0,TOT,NBA,PF,70.0,,34.7,6.9,13.9,0.496,4.7,5.9,0.789,,,11.1,1.7,,,3.3,18.5
1969-70,27.0,DET,NBA,PF,15.0,,18.8,3.8,6.9,0.553,3.0,4.2,0.714,,,5.9,0.7,,,2.4,10.6
1969-70,27.0,LAL,NBA,PF,55.0,,39.0,7.7,15.8,0.49,5.1,6.4,0.803,,,12.5,2.0,,,3.5,20.6
1970-71,28.0,LAL,NBA,PF,80.0,,36.5,7.2,15.4,0.466,4.2,5.4,0.782,,,10.0,2.1,,,3.2,18.6
1971-72,29.0,LAL,NBA,PF,80.0,,34.4,4.6,10.0,0.461,3.9,5.0,0.779,,,13.1,2.4,,,3.1,13.1
1972-73,30.0,LAL,NBA,PF,28.0,,33.5,5.6,11.7,0.482,5.0,6.4,0.787,,,13.2,2.4,,,2.8,16.3
1973-74,31.0,LAL,NBA,PF,77.0,,34.2,5.0,9.9,0.507,4.5,5.8,0.771,4.4,9.2,13.5,2.7,0.8,0.2,3.4,14.5
1974-75,32.0,LAL,NBA,PF,74.0,,30.9,3.7,7.2,0.506,2.9,3.7,0.801,4.1,8.7,12.8,2.3,0.7,0.1,2.9,10.3
Career,,,NBA,,776.0,,31.4,5.5,11.4,0.478,3.9,5.3,0.741,4.2,8.9,10.3,1.6,0.8,0.2,3.0,14.8
,,,,,,,,,,,,,,,,,,,,,
6 seasons,,LAL,NBA,,394.0,,34.7,5.5,11.5,0.482,4.1,5.3,0.785,4.2,8.9,12.4,2.3,0.8,0.2,3.2,15.2
4 seasons,,CIN,NBA,,260.0,,25.4,5.0,10.6,0.474,3.0,4.5,0.674,,,7.0,0.7,,,2.7,13.1
3 seasons,,DET,NBA,,122.0,,33.3,6.2,13.0,0.472,5.0,6.9,0.726,,,10.7,1.3,,,3.0,17.3
