Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,30.0,TOT,BAA,,52.0,,,3.6,11.3,0.32,3.3,4.4,0.754,,3.0,2.2,10.5
1948-49,30.0,INJ,BAA,,18.0,,,4.3,13.2,0.329,3.9,5.1,0.761,,3.8,2.2,12.6
1948-49,30.0,FTW,BAA,,34.0,,,3.2,10.2,0.313,3.0,4.0,0.75,,2.6,2.1,9.4
1949-50,31.0,INO,NBA,,64.0,,,3.4,9.6,0.353,3.5,4.5,0.782,,3.5,2.2,10.3
1950-51,32.0,INO,NBA,,26.0,,,1.5,5.2,0.296,0.5,0.9,0.609,1.9,1.6,1.2,3.6
Career,,,TOT,,142.0,,,3.1,9.4,0.333,2.9,3.8,0.763,1.9,3.0,2.0,9.1
,,,NBA,,90.0,,,2.9,8.3,0.343,2.6,3.4,0.769,1.9,3.0,1.9,8.3
,,,BAA,,52.0,,,3.6,11.3,0.32,3.3,4.4,0.754,,3.0,2.2,10.5
,,,,,,,,,,,,,,,,,
2 seasons,,INO,NBA,,90.0,,,2.9,8.3,0.343,2.6,3.4,0.769,1.9,3.0,1.9,8.3
1 season,,FTW,BAA,,34.0,,,3.2,10.2,0.313,3.0,4.0,0.75,,2.6,2.1,9.4
1 season,,INJ,BAA,,18.0,,,4.3,13.2,0.329,3.9,5.1,0.761,,3.8,2.2,12.6
