Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,23.0,TOT,NBA,PG,64.0,,17.3,2.3,6.5,0.356,1.2,1.6,0.733,2.8,1.1,1.7,5.9
1958-59,23.0,CIN,NBA,,22.0,,29.9,3.0,9.4,0.319,1.5,2.3,0.667,3.7,1.4,2.5,7.5
1958-59,23.0,PHW,NBA,PG,42.0,,10.8,2.0,5.0,0.393,1.0,1.3,0.796,2.3,1.0,1.3,5.0
1959-60,24.0,PHW,NBA,SG,67.0,,15.7,1.9,5.3,0.357,0.8,1.3,0.609,2.4,1.2,0.9,4.6
1960-61,25.0,PHW,NBA,SG,54.0,,11.3,1.8,5.6,0.319,0.9,1.0,0.821,1.7,1.1,1.1,4.4
1961-62,26.0,TOT,NBA,SG,40.0,,22.5,2.8,8.3,0.338,2.5,3.1,0.784,2.6,2.5,1.6,8.1
1961-62,26.0,CHP,NBA,SG,15.0,,26.4,3.0,9.7,0.308,3.5,4.6,0.754,3.0,2.9,1.5,9.5
1961-62,26.0,STL,NBA,SG,25.0,,20.1,2.7,7.4,0.362,1.8,2.2,0.821,2.3,2.2,1.6,7.2
Career,,,NBA,,225.0,,16.3,2.2,6.3,0.344,1.2,1.7,0.735,2.4,1.4,1.3,5.5
,,,,,,,,,,,,,,,,,
3 seasons,,PHW,NBA,,163.0,,13.0,1.9,5.3,0.352,0.9,1.2,0.721,2.1,1.1,1.1,4.6
1 season,,STL,NBA,,25.0,,20.1,2.7,7.4,0.362,1.8,2.2,0.821,2.3,2.2,1.6,7.2
1 season,,CIN,NBA,,22.0,,29.9,3.0,9.4,0.319,1.5,2.3,0.667,3.7,1.4,2.5,7.5
1 season,,CHP,NBA,,15.0,,26.4,3.0,9.7,0.308,3.5,4.6,0.754,3.0,2.9,1.5,9.5
