Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22.0,TOT,NBA,SG,41.0,,10.2,0.9,3.6,0.248,0.7,1.1,0.6,1.1,1.1,1.0,2.5
1955-56,22.0,STL,NBA,SG,15.0,,11.2,1.0,4.0,0.25,0.7,1.2,0.611,1.2,1.2,1.1,2.7
1955-56,22.0,ROC,NBA,SG,26.0,,9.7,0.8,3.4,0.247,0.6,1.0,0.593,1.0,1.0,1.0,2.3
Career,,,NBA,,41.0,,10.2,0.9,3.6,0.248,0.7,1.1,0.6,1.1,1.1,1.0,2.5
,,,,,,,,,,,,,,,,,
1 season,,ROC,NBA,,26.0,,9.7,0.8,3.4,0.247,0.6,1.0,0.593,1.0,1.0,1.0,2.3
1 season,,STL,NBA,,15.0,,11.2,1.0,4.0,0.25,0.7,1.2,0.611,1.2,1.2,1.1,2.7
