Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1968-69,22.0,SEA,NBA,SG,80.0,,32.0,5.2,13.2,0.395,2.0,3.1,0.641,3.8,3.2,4.1,12.4
1969-70,23.0,TOT,NBA,SG,81.0,,19.2,3.5,8.9,0.394,1.1,1.7,0.642,2.0,2.9,2.7,8.1
1969-70,23.0,SEA,NBA,SG,5.0,,35.6,5.6,14.6,0.384,0.8,1.8,0.444,3.8,4.0,2.2,12.0
1969-70,23.0,PHO,NBA,SG,76.0,,18.1,3.4,8.6,0.395,1.1,1.6,0.656,1.9,2.8,2.8,7.8
1970-71,24.0,PHO,NBA,PG,56.0,,17.0,3.6,8.6,0.411,1.2,2.0,0.611,1.8,2.4,2.4,8.3
1971-72,25.0,PHO,NBA,SG,21.0,,6.9,1.1,3.3,0.329,0.4,1.0,0.429,0.6,0.9,1.2,2.6
Career,,,NBA,,238.0,,21.9,3.9,9.8,0.396,1.4,2.2,0.626,2.4,2.7,3.0,9.1
,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,153.0,,16.2,3.1,7.9,0.398,1.0,1.7,0.618,1.7,2.4,2.4,7.3
2 seasons,,SEA,NBA,,85.0,,32.2,5.2,13.3,0.394,1.9,3.1,0.635,3.8,3.3,4.0,12.4
