Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1970-71,21.0,PHI,NBA,C,6,,4.3,0.2,1.0,0.167,0.8,1.2,0.714,1.8,0.0,0.2,1.2
1971-72,22.0,PHI,NBA,C,43,,9.8,1.6,3.6,0.436,1.2,1.7,0.699,3.2,0.2,1.0,4.3
Career,,,NBA,,49,,9.1,1.4,3.3,0.426,1.1,1.6,0.7,3.0,0.2,0.9,4.0
