Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27.0,CHS,BAA,,61.0,,,4.6,15.0,0.306,3.5,5.8,0.598,,0.8,2.6,12.7
1947-48,28.0,TOT,BAA,,46.0,,,3.4,13.2,0.258,3.0,4.8,0.636,,0.7,2.7,9.8
1947-48,28.0,CHS,BAA,,6.0,,,2.0,9.2,0.218,1.2,3.3,0.35,,0.3,2.3,5.2
1947-48,28.0,PHW,BAA,,40.0,,,3.6,13.8,0.262,3.3,5.0,0.665,,0.8,2.8,10.5
1948-49,29.0,TOT,BAA,,60.0,,,3.4,10.8,0.312,3.6,5.8,0.62,,1.9,2.9,10.3
1948-49,29.0,BOS,BAA,,33.0,,,3.0,10.2,0.293,3.4,5.7,0.596,,1.8,2.9,9.4
1948-49,29.0,PRO,BAA,,27.0,,,3.8,11.4,0.333,3.8,5.8,0.65,,1.9,2.9,11.4
1949-50,30.0,WSC,NBA,,68.0,,,1.6,4.2,0.38,1.6,2.6,0.64,,1.3,2.0,4.8
1950-51,31.0,TOT,NBA,,68.0,,,2.4,6.6,0.365,2.5,3.6,0.694,7.9,2.3,3.2,7.4
1950-51,31.0,WSC,NBA,,35.0,,,2.0,5.9,0.341,2.6,3.8,0.684,7.6,2.2,3.4,6.6
1950-51,31.0,BLB,NBA,,33.0,,,2.8,7.4,0.385,2.5,3.5,0.704,8.2,2.5,2.9,8.2
Career,,,TOT,,303.0,,,3.0,9.6,0.314,2.8,4.4,0.633,7.9,1.4,2.7,8.8
,,,BAA,,167.0,,,3.8,13.0,0.294,3.4,5.5,0.616,,1.1,2.8,11.0
,,,NBA,,136.0,,,2.0,5.4,0.371,2.1,3.1,0.671,7.9,1.8,2.6,6.1
,,,,,,,,,,,,,,,,,
2 seasons,,WSC,NBA,,103.0,,,1.7,4.7,0.364,2.0,3.0,0.659,7.6,1.6,2.5,5.4
2 seasons,,CHS,BAA,,67.0,,,4.4,14.5,0.301,3.3,5.6,0.585,,0.7,2.6,12.0
1 season,,PHW,BAA,,40.0,,,3.6,13.8,0.262,3.3,5.0,0.665,,0.8,2.8,10.5
1 season,,BLB,NBA,,33.0,,,2.8,7.4,0.385,2.5,3.5,0.704,8.2,2.5,2.9,8.2
1 season,,BOS,BAA,,33.0,,,3.0,10.2,0.293,3.4,5.7,0.596,,1.8,2.9,9.4
1 season,,PRO,BAA,,27.0,,,3.8,11.4,0.333,3.8,5.8,0.65,,1.9,2.9,11.4
