Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,21.0,TOT,NBA,PF,8.0,0.0,2.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.4,0.4,1.0,0.4,0.6,1.0,0.0,0.0,0.0,0.5,0.3,1.4
1986-87,21.0,ATL,NBA,PF,6.0,0.0,1.7,0.3,0.8,0.4,0.0,0.0,,0.3,0.8,0.4,0.4,0.2,0.2,1.0,0.3,0.2,0.5,0.0,0.0,0.0,0.2,0.2,0.8
1986-87,21.0,MIL,NBA,PF,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,1.0,1.0,1.0,0.5,2.0,2.5,0.0,0.0,0.0,1.5,0.5,3.0
Career,,,NBA,,8.0,0.0,2.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.4,0.4,1.0,0.4,0.6,1.0,0.0,0.0,0.0,0.5,0.3,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,ATL,NBA,,6.0,0.0,1.7,0.3,0.8,0.4,0.0,0.0,,0.3,0.8,0.4,0.4,0.2,0.2,1.0,0.3,0.2,0.5,0.0,0.0,0.0,0.2,0.2,0.8
1 season,,MIL,NBA,,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,1.0,1.0,1.0,0.5,2.0,2.5,0.0,0.0,0.0,1.5,0.5,3.0
