Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,24.0,MIA,NBA,SG,22.0,1.0,14.5,1.3,3.8,0.349,0.4,1.8,0.205,1.0,2.0,0.477,0.398,0.6,1.0,0.667,0.8,1.5,2.3,1.2,0.4,0.1,1.1,1.5,3.6
2012-13,25.0,TOT,NBA,SG,20.0,0.0,6.9,0.2,1.4,0.148,0.0,0.4,0.0,0.2,1.0,0.211,0.148,0.4,0.5,0.7,0.2,1.1,1.3,0.5,0.1,0.2,0.9,0.9,0.8
2012-13,25.0,MIA,NBA,SG,7.0,0.0,4.1,0.3,1.1,0.25,0.0,0.1,0.0,0.3,1.0,0.286,0.25,0.9,1.1,0.75,0.6,0.7,1.3,0.3,0.0,0.0,0.6,0.4,1.4
2012-13,25.0,NOH,NBA,SG,13.0,0.0,8.3,0.2,1.5,0.105,0.0,0.5,0.0,0.2,0.9,0.167,0.105,0.1,0.2,0.5,0.0,1.3,1.3,0.5,0.2,0.2,1.0,1.1,0.4
Career,,,NBA,,42.0,1.0,10.8,0.8,2.6,0.3,0.2,1.1,0.17,0.6,1.5,0.397,0.336,0.5,0.7,0.677,0.5,1.3,1.8,0.8,0.3,0.1,1.0,1.2,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIA,NBA,,29.0,1.0,12.0,1.1,3.1,0.341,0.3,1.4,0.2,0.8,1.8,0.451,0.385,0.7,1.0,0.69,0.8,1.3,2.1,1.0,0.3,0.1,1.0,1.3,3.1
1 season,,NOH,NBA,,13.0,0.0,8.3,0.2,1.5,0.105,0.0,0.5,0.0,0.2,0.9,0.167,0.105,0.1,0.2,0.5,0.0,1.3,1.3,0.5,0.2,0.2,1.0,1.1,0.4
