Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,22.0,NYA,ABA,SG,47,,10.5,1.0,2.3,0.422,0.0,0.0,,1.0,2.3,0.422,0.422,1.1,1.4,0.776,0.4,0.5,1.0,1.0,1.0,1.6,3.1
Career,,,ABA,,47,,10.5,1.0,2.3,0.422,0.0,0.0,,1.0,2.3,0.422,0.422,1.1,1.4,0.776,0.4,0.5,1.0,1.0,1.0,1.6,3.1
