Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,23.0,HSM,ABA,G-F,76,,20.7,3.8,11.0,0.345,0.2,0.8,0.281,3.6,10.3,0.35,0.354,1.6,2.4,0.65,,,3.6,1.4,1.1,1.7,9.4,Jerry Pettway,6-3
1968-69,24.0,HSM,ABA,G-F,11,,24.0,3.4,11.2,0.301,0.0,0.5,0.0,3.4,10.7,0.314,0.301,0.5,0.6,0.714,1.2,1.5,2.6,1.5,1.5,1.7,7.2,Jerry Pettway,6-3
