Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1971-72,23.0,CLE,NBA,C,65,,11.9,1.4,4.0,.357,0.4,0.7,.500,,,3.5,0.8,,,1.2,3.2,Steve Patterson,6-9
1972-73,24.0,CLE,NBA,C,62,,11.5,1.1,3.2,.359,0.5,1.0,.523,,,3.7,0.8,,,1.3,2.8,Steve Patterson,6-9
1973-74,25.0,CLE,NBA,C,76,,25.1,3.4,7.9,.437,0.9,1.5,.616,2.9,5.2,8.1,2.2,0.6,0.8,2.5,7.8,Steve Patterson,6-9
1974-75,26.0,CLE,NBA,C,81,,15.7,2.0,4.8,.416,0.6,0.9,.658,1.4,2.7,4.1,1.1,0.3,0.2,1.6,4.6,Steve Patterson,6-9
1975-76,27.0,TOT,NBA,C,66,,13.9,1.3,3.3,.382,0.5,0.8,.630,1.2,2.2,3.5,1.2,0.2,0.2,1.4,3.1,Steve Patterson,6-9
