Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1970-71,22.0,KEN,ABA,G-F,78,,15.6,2.2,5.3,0.416,0.0,0.1,0.273,2.2,5.2,0.42,0.419,1.2,1.6,0.752,1.2,1.7,2.9,2.4,,1.6,1.7,5.6,Mike Pratt,6-4
1971-72,23.0,KEN,ABA,G-F,65,,13.7,2.0,4.6,0.442,0.2,0.6,0.4,1.8,4.0,0.448,0.468,1.3,1.5,0.857,1.0,1.4,2.4,1.5,,1.2,2.3,5.6,Mike Pratt,6-4
