Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1955-56,22.0,STL,NBA,G-F,40.0,,10.6,1.3,3.8,0.349,1.1,1.8,0.629,2.4,1.0,1.6,3.8,Med Park,6-2
1956-57,23.0,STL,NBA,G-F,66.0,,17.1,1.8,4.9,0.364,1.6,2.2,0.74,3.0,1.4,2.1,5.2,Med Park,6-2
1957-58,24.0,STL,NBA,G-F,71.0,,15.5,1.9,5.1,0.366,1.7,2.3,0.728,2.6,1.1,1.5,5.4,Med Park,6-2
1958-59,25.0,TOT,NBA,G-F,62.0,,18.2,2.3,5.8,0.402,1.9,2.4,0.767,3.0,1.7,1.5,6.5,Med Park,6-2
1959-60,26.0,CIN,NBA,G-F,74.0,,25.0,3.1,7.9,0.388,2.6,3.5,0.727,4.1,2.9,2.4,8.7,Med Park,6-2
