Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1976-77,23.0,WSB,NBA,C,30,,4.0,0.8,1.8,0.436,0.5,1.0,0.552,0.5,0.6,1.1,0.1,0.1,0.6,,1.0,2.1,Joe Pace,6-10
1977-78,24.0,WSB,NBA,C,49,,8.9,1.4,2.9,0.479,1.2,1.9,0.613,1.0,1.7,2.7,0.5,0.2,0.4,0.9,1.8,3.9,Joe Pace,6-10
