Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1970-71,22.0,NYK,NBA,G,56.0,,4.5,0.5,1.4,0.37,,,,0.5,1.4,0.37,0.37,0.4,0.6,0.706,,,0.5,0.2,,,1.0,1.5,Mike Price,6-3
1971-72,23.0,TOT,TOT,G,10.0,,6.5,0.8,2.3,0.348,0.0,0.0,,0.8,2.3,0.348,0.348,0.9,1.1,0.818,0.1,,1.1,0.7,,0.4,1.4,2.5,Mike Price,6-3
1972-73,24.0,PHI,NBA,G,57.0,,13.2,2.2,5.3,0.415,,,,2.2,5.3,0.415,0.415,0.7,0.8,0.809,,,2.1,1.2,,,1.9,5.1,Mike Price,6-3
