Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1970-71,22.0,SDR,NBA,F,18.0,,5.6,1.2,2.7,0.438,0.6,1.1,0.55,,,1.7,0.3,,,,1.2,2.9,Curtis Perry,6-7
1971-72,23.0,TOT,NBA,F,75.0,,24.3,2.4,6.5,0.372,1.0,1.6,0.639,,,7.9,1.3,,,,3.5,5.8,Curtis Perry,6-7
1972-73,24.0,MIL,NBA,F,67.0,,31.3,4.0,8.6,0.461,1.2,1.9,0.659,,,9.6,1.8,,,,3.7,9.1,Curtis Perry,6-7
1973-74,25.0,MIL,NBA,F,81.0,,29.5,4.0,9.0,0.446,1.0,1.7,0.582,3.0,5.7,8.7,2.3,1.3,1.2,,3.7,9.0,Curtis Perry,6-7
1974-75,26.0,PHO,NBA,F,79.0,,34.0,5.5,11.6,0.477,2.3,3.2,0.719,4.4,7.5,11.9,2.4,1.4,1.0,,3.6,13.4,Curtis Perry,6-7
1975-76,27.0,PHO,NBA,F,71.0,,33.1,5.4,10.9,0.497,2.5,3.4,0.732,2.8,6.9,9.6,2.6,1.2,0.9,,3.8,13.3,Curtis Perry,6-7
1976-77,28.0,PHO,NBA,F,44.0,,31.6,4.1,9.4,0.432,2.5,3.2,0.789,3.4,5.6,9.0,1.8,1.1,0.6,,3.7,10.7,Curtis Perry,6-7
1977-78,29.0,PHO,NBA,F,45.0,,18.2,2.4,5.4,0.453,1.1,1.4,0.785,1.9,3.6,5.6,1.1,0.8,0.5,1.4,2.7,6.0,Curtis Perry,6-7
