Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1971-72,23.0,CHI,NBA,F-C,67.0,,10.9,2.6,6.0,0.424,0.9,1.1,0.766,,,2.7,0.4,,,,1.3,6.0,Howard Porter,6-8
1972-73,24.0,CHI,NBA,F-C,43.0,,9.5,2.3,5.0,0.452,0.5,0.7,0.759,,,2.7,0.4,,,,1.2,5.1,Howard Porter,6-8
1973-74,25.0,CHI,NBA,F-C,73.0,,16.8,4.1,9.0,0.45,1.3,1.6,0.8,1.2,2.7,3.9,0.4,0.3,0.5,,1.6,9.4,Howard Porter,6-8
1974-75,26.0,TOT,NBA,F-C,58.0,,20.1,3.5,7.1,0.488,1.1,1.4,0.835,1.4,3.0,4.4,0.3,0.4,0.4,,1.6,8.1,Howard Porter,6-8
1975-76,27.0,DET,NBA,F-C,75.0,,19.8,4.0,8.5,0.469,1.0,1.3,0.753,1.1,2.9,3.9,0.3,0.4,0.5,,1.8,8.9,Howard Porter,6-8
1976-77,28.0,DET,NBA,F-C,78.0,,28.2,6.0,12.3,0.483,1.3,1.5,0.858,2.0,3.9,5.9,0.7,0.6,0.9,,2.6,13.2,Howard Porter,6-8
1977-78,29.0,TOT,NBA,F-C,63.0,,21.0,4.9,10.1,0.487,2.0,2.5,0.8,1.6,2.8,4.4,0.7,0.5,0.6,0.9,2.1,11.8,Howard Porter,6-8
