Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1972-73,23.0,LAL,NBA,G,59.0,,14.0,2.7,6.1,0.44,1.0,1.2,0.822,,,1.9,1.6,,,,2.0,6.4,Jim Price,6-3
1973-74,24.0,LAL,NBA,G,82.0,,32.0,6.6,14.6,0.449,2.3,2.9,0.799,1.5,3.1,4.6,4.5,1.9,0.4,,2.8,15.4,Jim Price,6-3
1974-75,25.0,TOT,NBA,G,50.0,,37.4,6.3,14.3,0.442,3.4,3.9,0.871,1.2,2.7,4.0,5.7,2.2,0.5,,3.6,16.1,Jim Price,6-3
1975-76,26.0,MIL,NBA,G,80.0,,31.6,5.0,12.0,0.415,1.8,2.1,0.849,0.9,2.3,3.3,4.9,1.9,0.4,,3.3,11.7,Jim Price,6-3
1976-77,27.0,TOT,NBA,G,81.0,,22.6,3.1,7.0,0.446,1.0,1.3,0.806,0.6,2.2,2.9,3.2,1.6,0.2,,3.0,7.3,Jim Price,6-3
1977-78,28.0,TOT,NBA,G,83.0,,23.2,3.5,7.9,0.448,1.6,2.0,0.799,0.7,2.4,3.1,3.1,1.4,0.1,2.1,2.4,8.7,Jim Price,6-3
1978-79,29.0,LAL,NBA,G,75.0,,16.1,2.3,4.6,0.497,0.7,1.1,0.696,0.3,1.3,1.6,2.9,0.9,0.2,1.3,1.7,5.3,Jim Price,6-3
