Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1968-69,23.0,DNR,ABA,F,77,,23.6,5.2,12.4,.417,0.4,1.1,.329,4.8,11.4,.426,.431,1.5,2.0,.775,1.9,2.8,4.7,0.6,,1.3,2.9,12.2,Walt Piatkowski,6-8
1969-70,24.0,DNR,ABA,F,74,,17.6,2.9,7.2,.402,0.1,0.7,.220,2.8,6.6,.421,.412,1.0,1.3,.768,1.4,2.0,3.4,0.6,,1.0,2.4,7.0,Walt Piatkowski,6-8
1971-72,26.0,FLO,ABA,F,6,,4.7,0.5,2.7,.188,0.0,0.0,,0.5,2.7,.188,.188,0.0,0.0,,0.2,0.2,0.3,0.3,,0.5,0.3,1.0,Walt Piatkowski,6-8
