Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,24.0,MNM,ABA,G,67.0,,31.7,5.1,13.1,0.386,0.9,2.7,0.348,4.1,10.4,0.396,0.421,1.8,2.7,0.659,,,3.3,2.1,2.5,2.3,12.8,Ron Perry,6-3
1968-69,25.0,TOT,ABA,G,74.0,,32.2,5.4,14.3,0.379,0.9,2.6,0.349,4.5,11.7,0.386,0.411,2.9,3.9,0.726,1.1,2.1,3.3,3.3,2.7,3.4,14.6,Ron Perry,6-3
1969-70,26.0,TOT,ABA,G,46.0,,11.3,2.3,5.9,0.382,0.2,0.8,0.286,2.0,5.2,0.397,0.401,1.5,2.1,0.711,0.5,0.6,1.2,0.8,1.1,1.7,6.2,Ron Perry,6-3
