Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,26.0,TOT,ABA,F,56.0,,23.1,4.0,9.8,0.412,0.0,0.0,,4.0,9.8,0.412,0.412,3.6,5.3,0.677,,,8.0,1.1,2.8,3.4,11.6,Willie Porter,6-7
1968-69,27.0,TOT,ABA,F,13.0,,11.4,2.2,4.0,0.538,0.0,0.0,,2.2,4.0,0.538,0.538,1.3,2.4,0.548,2.1,2.2,4.2,0.5,0.8,1.8,5.6,Willie Porter,6-7
