Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,23.0,NOB,ABA,G,29,,4.3,0.9,2.1,0.45,0.0,0.0,,0.9,2.1,0.45,0.45,0.7,0.9,0.741,,,0.9,0.1,0.6,0.8,2.6,Mal Pradd,6-3
1968-69,24.0,NOB,ABA,G,50,,6.5,1.6,3.7,0.435,0.1,0.3,0.231,1.6,3.5,0.451,0.444,1.9,2.4,0.782,0.7,0.3,1.0,0.5,0.7,1.2,5.2,Mal Pradd,6-3
