Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,22.0,BAL,NBA,SG,4.0,,15.3,1.3,5.5,0.227,,,,1.3,5.5,0.227,0.227,3.3,4.0,0.813,,,1.8,1.0,,3.0,5.8
1967-68,23.0,NJA,ABA,SG,41.0,,16.9,2.6,6.8,0.387,0.0,0.3,0.0,2.6,6.5,0.403,0.387,2.5,3.4,0.721,,,1.6,1.4,1.4,2.7,7.7
Career,,,TOT,,45.0,,16.7,2.5,6.7,0.375,0.0,0.3,0.0,2.5,6.4,0.39,0.375,2.5,3.5,0.731,,,1.6,1.4,1.4,2.7,7.6
,,,ABA,,41.0,,16.9,2.6,6.8,0.387,0.0,0.3,0.0,2.6,6.5,0.403,0.387,2.5,3.4,0.721,,,1.6,1.4,1.4,2.7,7.7
,,,NBA,,4.0,,15.3,1.3,5.5,0.227,,,,1.3,5.5,0.227,0.227,3.3,4.0,0.813,,,1.8,1.0,,3.0,5.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,NJA,ABA,,41.0,,16.9,2.6,6.8,0.387,0.0,0.3,0.0,2.6,6.5,0.403,0.387,2.5,3.4,0.721,,,1.6,1.4,1.4,2.7,7.7
1 season,,BAL,NBA,,4.0,,15.3,1.3,5.5,0.227,,,,1.3,5.5,0.227,0.227,3.3,4.0,0.813,,,1.8,1.0,,3.0,5.8
