Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22.0,LAL,NBA,SG,66.0,,13.9,1.8,4.6,0.382,0.7,1.1,0.648,,,1.7,2.1,,,2.0,4.2
1965-66,23.0,LAL,NBA,SG,80.0,,27.5,5.7,12.5,0.457,2.3,3.2,0.708,,,2.7,4.9,,,2.8,13.7
1966-67,24.0,LAL,NBA,PG,79.0,,20.8,3.8,8.9,0.426,1.6,2.2,0.729,,,2.9,4.1,,,2.6,9.3
1967-68,25.0,SEA,NBA,PG,79.0,,33.7,9.3,21.0,0.441,5.4,7.0,0.774,,,4.2,6.2,,,3.1,24.0
1968-69,26.0,ATL,NBA,PG,80.0,,30.3,4.3,10.9,0.397,2.6,3.7,0.707,,,3.3,5.9,,,3.3,11.2
1969-70,27.0,ATL,NBA,PG,82.0,,33.6,6.0,12.9,0.467,3.3,4.0,0.809,,,4.0,6.8,,,3.2,15.3
1970-71,28.0,ATL,NBA,PG,82.0,,35.1,6.3,13.7,0.459,3.8,5.1,0.759,,,3.7,6.3,,,3.4,16.5
1971-72,29.0,BUF,NBA,PG,72.0,,33.2,6.3,13.9,0.451,3.3,4.2,0.782,,,3.0,5.6,,,3.2,15.8
1972-73,30.0,TOT,NBA,PG,55.0,,13.9,1.9,4.7,0.418,0.9,1.0,0.825,,,1.6,2.3,,,2.0,4.7
1972-73,30.0,BUF,NBA,PG,9.0,,14.9,2.8,6.7,0.417,0.3,0.7,0.5,,,1.1,1.9,,,2.1,5.9
1972-73,30.0,GSW,NBA,PG,46.0,,13.7,1.8,4.3,0.418,1.0,1.1,0.863,,,1.7,2.4,,,2.0,4.5
1973-74,31.0,SEA,NBA,PG,49.0,,11.7,1.6,3.7,0.422,0.7,0.9,0.756,0.4,0.8,1.2,2.5,0.5,0.1,1.6,3.8
Career,,,NBA,,724.0,,26.5,5.0,11.3,0.441,2.6,3.5,0.757,0.4,0.8,3.0,4.9,0.5,0.1,2.8,12.6
,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,244.0,,33.0,5.6,12.5,0.444,3.2,4.3,0.76,,,3.7,6.3,,,3.3,14.3
3 seasons,,LAL,NBA,,225.0,,21.2,3.9,9.0,0.435,1.6,2.2,0.707,,,2.5,3.8,,,2.5,9.4
2 seasons,,SEA,NBA,,128.0,,25.3,6.3,14.4,0.439,3.6,4.7,0.773,0.4,0.8,3.0,4.8,0.5,0.1,2.5,16.3
2 seasons,,BUF,NBA,,81.0,,31.1,5.9,13.1,0.449,3.0,3.8,0.777,,,2.8,5.2,,,3.1,14.7
1 season,,GSW,NBA,,46.0,,13.7,1.8,4.3,0.418,1.0,1.1,0.863,,,1.7,2.4,,,2.0,4.5
