Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21.0,NOP,NBA,SG,47.0,1.0,12.6,2.1,5.7,0.368,1.0,2.8,0.346,1.1,2.8,0.391,0.455,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7
2020-21,22.0,NOP,NBA,SG,46.0,13.0,21.9,4.2,10.0,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0
2021-22,23.0,TOT,NBA,SG,65.0,21.0,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6
2021-22,23.0,NOP,NBA,SG,50.0,19.0,26.3,4.7,12.6,0.375,1.9,6.1,0.311,2.8,6.5,0.434,0.45,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
2021-22,23.0,UTA,NBA,SG,15.0,2.0,9.9,1.1,3.2,0.333,0.7,2.2,0.303,0.4,1.0,0.4,0.438,0.7,0.8,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0,3.5
2022-23,24.0,TOT,NBA,SG,52.0,3.0,15.6,2.3,5.2,0.448,1.1,2.7,0.387,1.3,2.5,0.516,0.55,0.7,1.1,0.667,0.3,1.6,1.8,2.0,0.6,0.4,1.0,1.6,6.4
2022-23,24.0,UTA,NBA,SG,36.0,3.0,14.7,2.3,4.7,0.488,1.0,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
2022-23,24.0,MIN,NBA,SG,16.0,0.0,17.8,2.4,6.3,0.38,1.3,3.4,0.364,1.1,2.8,0.4,0.48,0.7,1.1,0.611,0.3,1.9,2.3,1.6,0.4,0.3,0.4,1.5,6.7
Career,,,NBA,,210.0,38.0,18.5,3.2,8.0,0.397,1.3,4.0,0.339,1.8,4.0,0.454,0.481,0.9,1.3,0.714,0.3,2.1,2.4,2.1,0.7,0.3,1.3,1.6,8.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NOP,NBA,,143.0,33.0,20.4,3.7,9.5,0.389,1.5,4.6,0.33,2.2,4.9,0.443,0.469,1.0,1.4,0.715,0.4,2.3,2.7,2.3,0.7,0.3,1.5,1.6,9.9
2 seasons,,UTA,NBA,,51.0,5.0,13.3,1.9,4.3,0.454,0.9,2.4,0.375,1.1,1.9,0.551,0.557,0.7,1.0,0.745,0.2,1.4,1.6,1.8,0.6,0.4,1.0,1.4,5.5
1 season,,MIN,NBA,,16.0,0.0,17.8,2.4,6.3,0.38,1.3,3.4,0.364,1.1,2.8,0.4,0.48,0.7,1.1,0.611,0.3,1.9,2.3,1.6,0.4,0.3,0.4,1.5,6.7
