Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23.0,SDR,NBA,SF,82,,29.0,4.8,11.7,.409,,,,4.8,11.7,.409,.409,1.9,2.6,.731,,,7.1,2.1,,,,4.2,11.4
1971-72,24.0,TOT,NBA,SF,73,,28.4,4.3,10.9,.392,,,,4.3,10.9,.392,.392,2.8,3.8,.745,,,6.9,1.9,,,,3.6,11.4
1971-72,24.0,HOU,NBA,SF,3,,13.7,2.0,6.3,.316,,,,2.0,6.3,.316,.316,0.3,0.7,.500,,,2.7,1.0,,,,2.3,4.3
1971-72,24.0,ATL,NBA,SF,70,,29.0,4.4,11.1,.394,,,,4.4,11.1,.394,.394,2.9,3.9,.747,,,7.1,2.0,,,,3.7,11.7
1972-73,25.0,TOT,NBA,SF,74,,25.3,3.6,9.2,.391,,,,3.6,9.2,.391,.391,2.0,2.5,.788,,,6.0,1.6,,,,3.1,9.1
1972-73,25.0,ATL,NBA,SF,4,,19.0,2.0,9.5,.211,,,,2.0,9.5,.211,.211,1.8,2.0,.875,,,5.5,1.3,,,,2.8,5.8
1972-73,25.0,DET,NBA,SF,70,,25.7,3.7,9.1,.402,,,,3.7,9.1,.402,.402,2.0,2.5,.784,,,6.0,1.6,,,,3.1,9.3
1973-74,26.0,DET,NBA,SF,74,,31.1,4.1,10.0,.408,,,,4.1,10.0,.408,.408,2.1,2.7,.761,1.8,4.3,6.1,1.9,1.5,0.2,,3.3,10.3
1974-75,27.0,TOT,TOT,SF,67,,25.6,2.5,6.2,.409,0.0,0.0,.000,2.5,6.1,.410,.409,0.9,1.5,.620,1.3,3.4,4.7,1.9,1.2,0.3,0.4,3.2,6.0
1974-75,27.0,DET,NBA,SF,51,,27.0,2.5,6.2,.403,,,,2.5,6.2,.403,.403,0.9,1.5,.577,1.2,3.5,4.8,1.5,1.4,0.4,,3.5,5.9
1974-75,27.0,SSL,ABA,SF,16,,21.4,2.6,6.1,.429,0.0,0.1,.000,2.6,6.1,.433,.429,1.1,1.4,.773,1.3,2.9,4.3,3.4,0.8,0.1,1.7,2.4,6.3
1975-76,28.0,TOT,TOT,SF,76,,18.8,2.2,5.5,.394,0.0,0.0,.000,2.2,5.5,.396,.394,1.4,1.8,.736,1.1,2.4,3.4,2.1,0.9,0.2,0.7,2.7,5.7
1975-76,28.0,SSL,ABA,SF,20,,36.3,5.0,12.6,.394,0.0,0.1,.000,5.0,12.5,.398,.394,3.2,4.2,.759,2.2,3.6,5.8,4.4,1.9,0.4,2.6,4.0,13.1
1975-76,28.0,BUF,NBA,SF,56,,12.6,1.2,3.0,.394,,,,1.2,3.0,.394,.394,0.7,1.0,.702,0.7,1.9,2.6,1.3,0.5,0.1,,2.3,3.1
1976-77,29.0,BUF,NBA,SF,77,,22.2,2.8,6.8,.411,,,,2.8,6.8,.411,.411,1.7,2.2,.746,1.7,3.1,4.8,1.9,1.0,0.2,,2.6,7.3
1977-78,30.0,Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg),Did Not Play (injury—leg)
Career,,,TOT,,523,,25.8,3.5,8.7,.402,0.0,0.1,.000,3.5,8.7,.402,.402,1.8,2.5,.741,1.5,3.3,5.6,1.9,1.1,0.2,2.2,3.3,8.8
,,,NBA,,487,,25.5,3.5,8.6,.402,,,,3.5,8.6,.402,.402,1.8,2.4,.739,1.4,3.3,5.6,1.8,1.1,0.2,,3.3,8.7
,,,ABA,,36,,29.6,3.9,9.7,.404,0.0,0.1,.000,3.9,9.6,.408,.404,2.2,2.9,.762,1.8,3.3,5.1,3.9,1.4,0.3,2.2,3.3,10.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,195,,28.1,3.5,8.7,.405,,,,3.5,8.7,.405,.405,1.7,2.3,.738,1.6,4.0,5.7,1.7,1.4,0.3,,3.3,8.8
2 seasons,,BUF,NBA,,133,,18.2,2.1,5.2,.407,,,,2.1,5.2,.407,.407,1.3,1.7,.735,1.3,2.6,3.9,1.7,0.8,0.2,,2.5,5.5
2 seasons,,"SDR,HOU",NBA,,85,,28.4,4.7,11.5,.407,,,,4.7,11.5,.407,.407,1.8,2.5,.729,,,6.9,2.1,,,,4.1,11.2
2 seasons,,ATL,NBA,,74,,28.5,4.3,11.0,.386,,,,4.3,11.0,.386,.386,2.9,3.8,.751,,,7.0,1.9,,,,3.6,11.4
2 seasons,,SSL,ABA,,36,,29.6,3.9,9.7,.404,0.0,0.1,.000,3.9,9.6,.408,.404,2.2,2.9,.762,1.8,3.3,5.1,3.9,1.4,0.3,2.2,3.3,10.1
