Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,22.0,CHI,NBA,SG,66,,10.8,2.0,4.2,0.468,0.3,0.4,0.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3
1978-79,23.0,CHI,NBA,SG,26,,10.0,1.1,2.7,0.4,0.4,0.5,0.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5
Career,,,NBA,,92,,10.6,1.7,3.8,0.454,0.3,0.4,0.8,0.3,0.6,1.0,1.1,0.4,0.0,0.9,0.7,3.8
