Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,MEM,NBA,SG,19,0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1.0,1.4,0.704,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8
2020-21,24.0,MEM,NBA,SG,43,0,13.4,1.6,3.2,0.5,0.5,1.3,0.375,1.1,1.9,0.585,0.576,0.6,0.7,0.833,0.8,2.2,3.0,1.1,0.7,0.2,0.4,0.9,4.3
2021-22,25.0,MEM,NBA,SG,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8
2022-23,26.0,MEM,NBA,SG,66,22,20.9,1.9,4.5,0.426,0.9,2.6,0.349,1.0,1.9,0.528,0.525,0.4,0.5,0.818,0.8,3.4,4.2,1.3,1.0,0.3,0.5,1.6,5.1
Career,,,NBA,,200,29,17.1,1.8,3.7,0.483,0.7,1.8,0.38,1.1,1.9,0.583,0.576,0.4,0.6,0.702,1.0,2.9,3.9,1.3,0.8,0.3,0.5,1.2,4.6
