Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24.0,CHS,NBA,,65.0,,,2.6,8.1,0.326,1.4,2.2,0.636,,2.0,3.0,6.7
1950-51,25.0,TOT,NBA,,62.0,,,2.9,8.4,0.346,1.3,1.9,0.697,2.5,1.7,3.4,7.1
1950-51,25.0,WSC,NBA,,35.0,,,3.6,10.5,0.34,1.8,2.6,0.685,3.1,2.1,4.3,8.9
1950-51,25.0,BOS,NBA,,27.0,,,2.0,5.6,0.36,0.7,1.0,0.741,1.8,1.1,2.3,4.7
1951-52,26.0,BLB,NBA,SF,65.0,,24.4,3.1,9.4,0.332,3.0,4.0,0.767,4.2,2.8,3.4,9.3
1952-53,27.0,TOT,NBA,,36.0,,15.8,1.6,5.4,0.306,1.2,1.9,0.647,2.4,1.9,3.0,4.5
1952-53,27.0,BLB,NBA,,16.0,,14.2,1.8,5.3,0.333,1.4,2.3,0.639,2.7,1.8,3.1,4.9
1952-53,27.0,PHW,NBA,SG,20.0,,17.0,1.6,5.5,0.284,1.1,1.6,0.656,2.3,2.1,3.0,4.2
Career,,,NBA,,228.0,,21.3,2.7,8.1,0.331,1.8,2.6,0.708,3.2,2.1,3.2,7.2
,,,,,,,,,,,,,,,,,
2 seasons,,BLB,NBA,,81.0,,22.3,2.9,8.6,0.332,2.7,3.6,0.752,3.9,2.6,3.3,8.5
1 season,,CHS,NBA,,65.0,,,2.6,8.1,0.326,1.4,2.2,0.636,,2.0,3.0,6.7
1 season,,WSC,NBA,,35.0,,,3.6,10.5,0.34,1.8,2.6,0.685,3.1,2.1,4.3,8.9
1 season,,BOS,NBA,,27.0,,,2.0,5.6,0.36,0.7,1.0,0.741,1.8,1.1,2.3,4.7
1 season,,PHW,NBA,,20.0,,17.0,1.6,5.5,0.284,1.1,1.6,0.656,2.3,2.1,3.0,4.2
