Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,23.0,LAL,NBA,SF,16.0,,3.4,0.6,2.5,0.25,0.4,0.7,0.636,0.3,1.2,1.4,0.3,0.2,0.0,,0.4,1.7
1976-77,24.0,LAL,NBA,SF,82.0,,11.1,1.9,4.2,0.447,1.0,1.2,0.772,0.9,1.5,2.4,0.6,0.2,0.0,,1.4,4.7
1977-78,25.0,HOU,NBA,SF,49.0,,12.8,1.7,4.0,0.426,0.6,0.7,0.818,0.6,1.3,1.9,1.0,0.2,0.1,0.5,1.1,4.0
Career,,,NBA,,147.0,,10.8,1.7,3.9,0.427,0.8,1.0,0.772,0.7,1.4,2.1,0.7,0.2,0.0,0.5,1.2,4.1
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,98.0,,9.8,1.7,3.9,0.427,0.9,1.1,0.759,0.8,1.4,2.3,0.6,0.2,0.0,,1.2,4.2
1 season,,HOU,NBA,,49.0,,12.8,1.7,4.0,0.426,0.6,0.7,0.818,0.6,1.3,1.9,1.0,0.2,0.1,0.5,1.1,4.0
