Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,25.0,FTW,BAA,,47,,,2.7,10.5,0.254,2.1,2.9,0.708,,1.2,2.6,7.4
1949-50,26.0,FTW,NBA,,66,,,2.4,7.8,0.304,2.1,2.9,0.742,,1.8,2.7,6.9
Career,,,TOT,,113,,,2.5,8.9,0.28,2.1,2.9,0.728,,1.6,2.7,7.1
,,,NBA,,66,,,2.4,7.8,0.304,2.1,2.9,0.742,,1.8,2.7,6.9
,,,BAA,,47,,,2.7,10.5,0.254,2.1,2.9,0.708,,1.2,2.6,7.4
