Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28.0,TOT,BAA,,58.0,,,2.8,8.5,0.325,2.3,4.0,0.581,,1.3,3.9,7.9
1948-49,28.0,FTW,BAA,,37.0,,,2.3,7.3,0.317,2.2,3.9,0.573,,1.4,3.6,6.9
1948-49,28.0,BOS,BAA,,21.0,,,3.6,10.7,0.335,2.6,4.3,0.593,,1.2,4.2,9.7
1949-50,29.0,BOS,NBA,,60.0,,,3.9,10.4,0.375,3.4,5.3,0.628,,1.7,4.2,11.1
Career,,,TOT,,118.0,,,3.3,9.5,0.353,2.9,4.7,0.608,,1.5,4.0,9.5
,,,NBA,,60.0,,,3.9,10.4,0.375,3.4,5.3,0.628,,1.7,4.2,11.1
,,,BAA,,58.0,,,2.8,8.5,0.325,2.3,4.0,0.581,,1.3,3.9,7.9
,,,,,,,,,,,,,,,,,
2 seasons,,BOS,BAA,,81.0,,,3.8,10.4,0.364,3.1,5.1,0.62,,1.6,4.2,10.8
1 season,,FTW,BAA,,37.0,,,2.3,7.3,0.317,2.2,3.9,0.573,,1.4,3.6,6.9
