Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22.0,SAA,ABA,PG,74,,18.1,3.2,6.8,0.47,0.1,0.3,0.364,3.1,6.5,0.475,0.478,1.3,1.5,0.832,0.6,1.1,1.7,2.2,0.9,0.1,1.2,2.2,7.8
1974-75,23.0,SAA,ABA,PG,82,,19.9,3.2,6.5,0.489,0.0,0.3,0.174,3.1,6.2,0.503,0.493,1.7,2.2,0.774,0.6,1.3,1.9,4.1,1.2,0.1,1.9,2.5,8.1
1975-76,24.0,SAA,ABA,PG,75,,16.0,2.0,4.5,0.449,0.0,0.1,0.0,2.0,4.3,0.462,0.449,1.1,1.4,0.764,0.2,0.7,0.9,3.3,0.8,0.0,1.4,2.0,5.1
1976-77,25.0,SAS,NBA,PG,29,,8.7,0.9,2.5,0.342,,,,0.9,2.5,0.342,0.342,1.0,1.4,0.69,0.1,0.4,0.6,1.6,0.3,0.0,,1.2,2.7
1977-78,26.0,SAS,NBA,PG,4,,7.5,0.5,1.5,0.333,,,,0.5,1.5,0.333,0.333,0.5,0.5,1.0,0.0,1.3,1.3,1.3,0.3,0.0,1.0,1.5,1.5
Career,,,TOT,,264,,16.9,2.6,5.5,0.465,0.1,0.2,0.222,2.5,5.3,0.475,0.469,1.3,1.7,0.78,0.4,1.0,1.4,3.0,0.9,0.1,1.5,2.1,6.5
,,,ABA,,231,,18.0,2.8,5.9,0.472,0.1,0.2,0.222,2.7,5.7,0.483,0.477,1.4,1.7,0.788,0.4,1.1,1.5,3.2,1.0,0.1,1.5,2.2,7.0
,,,NBA,,33,,8.5,0.8,2.4,0.342,,,,0.8,2.4,0.342,0.342,0.9,1.3,0.705,0.1,0.5,0.7,1.5,0.3,0.0,1.0,1.3,2.6
